archive_url,archive_timestamp,url_href,url_domain,url_string,url_index,url_is_story,url_width,url_height,url_x,url_y,url_cell,url_font_size
http://www.drudgereport.com/,2014-10-30 14:05:41.931428,http://www.intermarkets.net/adfeedback/form.htm?Plcmt=none&ATFlgt=none&Ntwk=none&NCrt=none,www.intermarkets.net,AD FEEDBACK,0,False,72,13,647,11,c1,10px
http://www.drudgereport.com/,2014-10-30 14:05:41.931428,http://www.thegatewaypundit.com/2014/10/ebola-nurse-kaci-hickox-leaves-home-goes-for-bike-ride-photo/,www.thegatewaypundit.com,BREAKOUT: Maine nurse goes for bike ride...,1,True,281,17,8,95,a1,13px
http://www.drudgereport.com/,2014-10-30 14:05:41.931428,http://hosted.ap.org/dynamic/stories/U/US_OBAMA_EBOLA?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2014-10-29-16-06-46,hosted.ap.org,OBAMA ON EBOLA FIGHT: USA CAN'T SEAL ITSELF OFF...,2,False,371,17,8,112,a1,13px
http://www.drudgereport.com/,2014-10-30 14:05:41.931428,http://www.reuters.com/article/2014/10/29/us-health-ebola-obama-idUSKBN0II2A020141029,www.reuters.com,Americans may see more cases...,3,True,171,17,8,129,a1,13px
http://www.drudgereport.com/,2014-10-30 14:05:41.931428,http://www.breitbart.com/Big-Government/2014/10/30/government-quarantines-animals-not-people,www.breitbart.com,African horses quarantined 60 days...,4,True,231,17,8,146,a1,13px
http://www.drudgereport.com/,2014-10-30 14:05:41.931428,http://nypost.com/2014/10/29/cdc-admits-droplets-from-a-sneeze-could-spread-ebola/,nypost.com,CDC SNEEZE WARNING...,5,True,162,17,8,163,a1,13px
http://www.drudgereport.com/,2014-10-30 14:05:41.931428,http://www.thelocal.it/20141029/us-soldiers-ebola-quarantine-in-italy-sparks-alarm,www.thelocal.it,Uproar over US troops quarantine in Italy...,6,True,267,17,8,180,a1,13px
http://www.drudgereport.com/,2014-10-30 14:05:41.931428,http://news.yahoo.com/us-soldiers-ebola-quarantine-italy-causes-alarm-105351072.html,news.yahoo.com,'They shouldn't have been sent here'...,7,False,238,17,8,197,a1,13px
http://www.drudgereport.com/,2014-10-30 14:05:41.931428,http://www.dailymail.co.uk/news/article-2811774/You-going-new-kind-hell-pay-catch-Donald-Trump-says-s-morally-unfair-Obama-send-soldiers-Ebola-hot-zone.html,www.dailymail.co.uk,TRUMP: 'A new kind of hell to pay' if soldiers infected...,8,True,345,17,8,214,a1,13px
http://www.drudgereport.com/,2014-10-30 14:05:41.931428,http://nypost.com/2014/10/29/ebola-doctor-lied-about-his-nyc-travels-police/,nypost.com,PAPER: Doctor 'lied' about NYC travels...,9,True,254,17,8,231,a1,13px
