archive_url,archive_timestamp,url_href,url_domain,url_string,url_index,url_is_story,url_width,url_height,url_x,url_y,url_cell,url_font_size
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.intermarkets.net/adfeedback/form.htm?Plcmt=none&ATFlgt=none&Ntwk=none&NCrt=none,www.intermarkets.net,AD FEEDBACK,0,False,72,13,647,11,c1,10px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.latimes.com/nation/politics/la-na-election-overview-20141103-story.html#navtype=outfit,www.latimes.com,Midterm election rides wave of anger at incumbents...,1,True,333,17,8,293,a2,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.weeklystandard.com/blogs/anti-obamacare-ads-dominate-gop-ad-buys-october_817183.html,www.weeklystandard.com,Most ads on ObamaCare...,2,True,164,17,8,310,a2,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.youtube.com/watch?v=Bj5NfUWUmbE,www.youtube.com,VIDEO: SCOTT BROWN'S FINAL PITCH...,3,False,255,17,8,327,a2,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.washingtonpost.com/wp-dre/politics/election-lab-2014,www.washingtonpost.com,WASH POST: 96% CHANCE,4,False,630,55,368.5,690,b3,48px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.cnn.com/interactive/2014/politics/pivit-election-trends/,www.cnn.com,CNN 95%,5,True,216,55,575.5,745,c3,48px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.nytimes.com/newsgraphics/2014/senate-model/,www.nytimes.com,NYT: 70%,6,False,216,55,575,800,c4,48px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.dailymail.co.uk/news/article-2818443/James-O-Keefe-s-video-shows-North-Carolina-poll-workers-offering-ballots.html,www.dailymail.co.uk,"NC poll workers offer ballots to impostor -- TWENTY TIMES!

VIDEO: O'Keefe strikes again...",7,True,373,51,13,962,a4,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://eagnews.org/student-mounts-campaign-to-repeal-michelle-os-lunch-rules/,eagnews.org,"Student mounts campaign to repeal Michelle O lunch rules...

Free mayo packets to bypass restrictions...",8,False,378,51,13,1027,a5,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.truthrevolt.org/commentary/lena-dunham-threatens-sue-truth-revolt-quoting-her,www.truthrevolt.org,GONE GIRL: Lena Dunham Threatens To Sue After Book Controversy...,9,True,349,34,13,1225,a5,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.dailymail.co.uk/news/article-2819228/Rock-Vote-hypocrites-Lena-Dunham-Whoopi-Goldberg-celebs-urged-young-people-turn-didn-t-midterms-records-reveal.html,www.dailymail.co.uk,ROCK THE VOTE stars didn't vote in last midterms...,10,True,327,17,13,1276,a5,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.haaretz.com/news/national/1.624112,www.haaretz.com,Israeli artist arrested for defacating on national flag...,11,False,329,17,13,1307,a6,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://washington.cbslocal.com/2014/11/03/ben-stein-obama-is-the-most-racist-president-there-has-ever-been,washington.cbslocal.com,BEN STEIN: Obama 'Most Racist President There's Ever Been'...,12,True,345,34,13,1338,a6,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.rasmussenreports.com/public_content/politics/general_politics/october_2014/78_say_politicians_play_race_card_just_to_get_reelected,www.rasmussenreports.com,POLL: 78% Say Politicians Play 'Race Card' to Get Reelected...,13,True,387,17,13,1389,a6,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.washingtontimes.com/news/2014/nov/2/campaign-flyer-tells-blacks-alabama-vote-or-face-h/,www.washingtontimes.com,Flyer in AL warns of 'klansman' rule if GOP wins...,14,True,313,17,13,1423,a6,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.breitbart.com/Breitbart-TV/2014/11/03/FLOTUS-No-Matter-Whos-on-the-Ballot-Our-Community-Should-Always-Vote-For-Dem-Ticket,www.breitbart.com,Michelle O: Our Community Should Always Vote Dem No Matter Who's on Ballot...,15,True,355,34,13,1457,a6,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://losangeles.cbslocal.com/2014/11/03/civil-rights-leaders-demand-probe-of-maxine-waters-poverty-pimp-posters/,losangeles.cbslocal.com,Civil Rights Leaders Call For Probe Into 'Poverty Pimp' Posters Against Congresswoman Waters...,16,True,341,34,13,1508,a6,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.thedailybeast.com/articles/2014/11/03/is-this-the-beginning-of-the-end-for-blacks-and-dems.html,www.thedailybeast.com,Beginning of End for Blacks and Dems?,17,True,249,17,13,1559,a7,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.hospitalitynet.org/news/4067613.html,www.hospitalitynet.org,"Hotels eliminating all human interaction at check-in...

Guests enter room via smartphone, reusable keycard...",18,False,340,51,13,1590,a7,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.marketwatch.com/story/westin-hotels-offers-guests-sounder-sleep-through-smart-tech-2014-11-03,www.marketwatch.com,Wearable Tech For Sounder Sleep...,19,True,224,17,13,1658,a7,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://hosted2.ap.org/SCUNI/4d49790eb2c342c492bae4c40c40f146/Article_2014-11-03-LT--Travel-Art%20of%20Stillness/id-e5627991d42c44f69da346f63dc82ac2,hosted2.ap.org,Globetrotting travel writer decides nowhere is best...,20,True,274,17,13,1692,a7,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.telegraph.co.uk/news/worldnews/northamerica/usa/11205462/Nik-Wallenda-for-my-next-trick-Im-walking-Georgias-Tallulah-Gorge.html,www.telegraph.co.uk,WALLENDA: I'm walking Georgia's Tallulah Gorge!,21,True,315,17,13,1876,a8,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://deadline.com/2014/11/nik-wallenda-ratings-plunge-chicago-walk-discovery-channel-1201272267/,deadline.com,Ratings Plunge In Second Highwire Stunt...,22,True,227,17,13,1910,a8,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://deadline.com/2014/11/3001-the-final-odyssey-arthur-clarke-miniseries-syfy-scott-free-1201272297/,deadline.com,Arthur Clarke's '3001: THE FINAL ODYSSEY' Set As Miniseries...,23,True,318,34,13,1941,a8,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.heraldonline.com/2014/11/03/6486612_emoshape-provide-intelligent-machines.html?sp=/100/773/385/&rh=1,www.heraldonline.com,"Microchip enables emotional response in robots, electronic devices...",24,False,370,34,13,1989,a8,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.usatoday.com/story/news/nation/2014/11/01/pope-francis-catholics-americans-culture/18263293/,www.usatoday.com,Pope agitates conservative Catholics...,25,True,240,17,13,2037,a8,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://hosted.ap.org/dynamic/stories/M/ML_EGYPT?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2014-11-02-12-28-38,hosted.ap.org,Egyptian Journalists Protest Editors' Pledge Not to Criticize State...,26,False,371,34,13,2068,a9,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.cnbc.com/id/102147023,www.cnbc.com,BOOM: Sculpture expected to sell for record $100 million...,27,False,366,17,13,2116,a9,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.intermarkets.net/adfeedback/form.htm?Plcmt=none&ATFlgt=none&Ntwk=none&NCrt=none,www.intermarkets.net,AD FEEDBACK,28,False,72,13,16,2150,a9,10px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://news.myway.com/index/id/world%7Cap.html,news.myway.com,AP WORLD,29,False,70,17,13,2180,a9,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://news.myway.com/index/id/national%7Cap.html,news.myway.com,AP NATIONAL,30,False,88,17,13,2197,a9,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.lasvegassun.com/news/beltway/,www.lasvegassun.com,AP WASHINGTON,31,False,111,17,13,2214,a9,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://news.myway.com/index/id/business%7Cap.html,news.myway.com,AP BUSINESS,32,False,89,17,13,2231,a9,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.syracuse.com/newsflash/index.ssf/entertainment,www.syracuse.com,AP ENTERTAINMENT,33,False,133,17,13,2248,a9,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://news.myway.com/index/id/top|ap.html,news.myway.com,AP ON THE HOUR,34,False,112,17,13,2265,a9,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://hosted.ap.org/dynamic/fronts/RAW?SITE=AP&SECTION=HOME,hosted.ap.org,AP RAW,35,False,52,17,13,2282,a9,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://ap.tbo.com/breaking/national/,ap.tbo.com,AP BREAKING,36,False,90,17,13,2299,a9,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://search.news.yahoo.com/search/news?p=a&c=news_photos,search.news.yahoo.com,AP/REUTERS PHOTO WIRE,37,False,172,17,13,2316,a10,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://hosted.ap.org/dynamic/files/specials/videolineups/audio.html?SITE=MNROC&SECTION=HOME,hosted.ap.org,AP AUDIO,38,False,63,17,13,2333,a10,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.bloomberg.com/?pid=20601087&sid=a0giIbmAzkss&pos=7,www.bloomberg.com,BLOOMBERG,39,False,85,17,13,2350,a10,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://home.businesswire.com/portal/site/home/index.jsp?front_door=true&headlineSearchConfigBO=v2*G0,home.businesswire.com,BUSINESS WIRE,40,False,105,17,13,2367,a10,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.monstersandcritics.com/news/,www.monstersandcritics.com,DEUTSCHE PRESSE-AGENTUR,41,False,196,17,13,2384,a10,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://news.nasdaq.com/aspxcontent/newsheadlines.aspx?&SourceCode=,news.nasdaq.com,DOW JONES,42,False,79,17,13,2401,a10,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.efe.com/principal.asp?opcion=0&idioma=INGLES,www.efe.com,EFE,43,False,26,17,13,2418,a10,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.ians.in/,www.ians.in,INDO-ASIAN NEWS SERVICE,44,False,181,17,13,2435,a10,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.interfax.com/,www.interfax.com,INTERFAX,45,False,65,17,13,2452,a10,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www2.irna.ir/en/,www2.irna.ir,ISLAMIC REPUBLIC WIRE,46,False,162,17,13,2469,a10,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.itar-tass.com/en/,www.itar-tass.com,ITAR-TASS,47,False,69,17,13,2486,a10,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://english.kyodonews.jp/,english.kyodonews.jp,KYODO,48,False,47,17,13,2503,a10,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.mcclatchydc.com/,www.mcclatchydc.com,MCCLATCHY [DC],49,False,111,17,13,2520,a10,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://english.pravda.ru/allnews_en.html,english.pravda.ru,PRAVDA,50,False,54,17,13,2537,a10,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,https://uk.news.yahoo.com/uk/,uk.news.yahoo.com,PRESS ASSOCIATION,51,False,139,17,13,2554,a10,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.ptinews.com/,www.ptinews.com,PRESS TRUST INDIA,52,False,131,17,13,2571,a11,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://www.prnewswire.com/news-releases/news-releases-list/,www.prnewswire.com,PR NEWSWIRE,53,False,95,17,13,2588,a11,13px
http://www.drudgereport.com/,2014-11-03 21:04:20.404645,http://biz.yahoo.com/n/y/y0010.html,biz.yahoo.com,[SHOWBIZ] PR WIRE,54,False,129,17,13,2605,a11,13px
